Source 	 Sink 	 Weight
 A 	 TDG 	 1.183359
 A 	 TEL 	 1.058748
 A 	 TGNA 	 1.104244
 A 	 TGT 	 1.292019
 A 	 TIF 	 1.135611
 A 	 TJX 	 1.162761
 A 	 TMK 	 1.233631
 A 	 TMO 	 0.8563301
 A 	 TRIP 	 1.051811
 A 	 TROW 	 1.124458
 A 	 TRV 	 1.125708
 A 	 TSCO 	 1.168046
 A 	 TSN 	 1.40237
 A 	 TSO 	 1.352042
 A 	 TSS 	 1.182394
 A 	 TWX 	 1.185379
 A 	 TXN 	 1.082994
 A 	 TXT 	 1.128467
 A 	 UAA 	 1.246463
 A 	 UAL 	 1.201566
 A 	 UDR 	 1.292777
 A 	 UHS 	 1.072654
 A 	 ULTA 	 1.303577
 A 	 UNH 	 1.115152
 A 	 UNM 	 0.9836755
 A 	 UNP 	 1.307503
 A 	 UPS 	 1.213241
 A 	 URI 	 1.125202
 A 	 USB 	 1.120159
 A 	 UTX 	 1.084623
 A 	 V 	 1.387836
 A 	 VAR 	 1.072087
 A 	 VFC 	 1.07169
 A 	 VIAB 	 1.169079
 A 	 VLO 	 1.208196
 A 	 VMC 	 1.182564
 A 	 VNO 	 1.177928
 A 	 VRSK 	 1.113531
 A 	 VRSN 	 1.035639
 A 	 VRTX 	 1.134554
 A 	 VTR 	 1.290197
 A 	 VZ 	 1.288073
 A 	 WAT 	 0.985437
 A 	 WBA 	 1.194486
 A 	 WDC 	 1.15902
 A 	 WEC 	 1.46817
 A 	 WFC 	 1.125478
 A 	 WFM 	 1.334352
 A 	 WHR 	 1.16804
 A 	 WM 	 1.183896
 A 	 WMB 	 1.096167
 A 	 WMT 	 1.270901
 A 	 WU 	 1.058521
 A 	 WY 	 1.077615
 A 	 WYN 	 1.064526
 A 	 WYNN 	 1.13586
 A 	 XEC 	 1.158496
 A 	 XEL 	 1.406892
 A 	 XL 	 1.16999
 A 	 XLNX 	 1.108518
 A 	 XOM 	 1.128329
 A 	 XRAY 	 1.186689
 A 	 XRX 	 1.214141
 A 	 XYL 	 1.089963
 A 	 YHOO 	 1.061575
 A 	 YUM 	 1.222713
 A 	 ZBH 	 1.11503
 A 	 ZION 	 1.107849
 A 	 ZTS 	 1.014768
 AAL 	 AAP 	 1.088304
 AAL 	 AAPL 	 1.426612
 AAL 	 ABBV 	 1.238815
 AAL 	 ABC 	 1.117859
 AAL 	 ABT 	 1.098655
 AAL 	 ACN 	 1.058208
 AAL 	 ADBE 	 1.018718
 AAL 	 ADI 	 1.005323
 AAL 	 ADM 	 1.099351
 AAL 	 ADP 	 1.030324
 AAL 	 ADS 	 0.9862677
 AAL 	 ADSK 	 1.011181
 AAL 	 AEE 	 1.249565
 AAL 	 AEP 	 1.210641
 AAL 	 AES 	 1.164713
 AAL 	 AET 	 1.135918
 AAL 	 AFL 	 1.081265
 AAL 	 AGN 	 1.163521
 AAL 	 AIG 	 1.0687
 AAL 	 AIV 	 1.196597
 AAL 	 AIZ 	 1.177522
 AAL 	 AJG 	 1.031739
 AAL 	 AKAM 	 1.142011
 AAL 	 ALB 	 1.144449
 AAL 	 ALK 	 1.091948
 AAL 	 ALL 	 1.127119
 AAL 	 ALLE 	 0.9961288
 AAL 	 ALXN 	 1.179506
 AAL 	 AMAT 	 1.000651
 AAL 	 AMD 	 1.357865
 AAL 	 AME 	 1.013124
 AAL 	 AMG 	 1.048579
 AAL 	 AMGN 	 1.075133
 AAL 	 AMP 	 1.033708
 AAL 	 AMT 	 1.168133
 AAL 	 AMZN 	 1.200522
 AAL 	 AN 	 1.082809
 AAL 	 ANTM 	 1.105616
 AAL 	 AON 	 1.046771
 AAL 	 APA 	 1.286986
 AAL 	 APC 	 1.215762
 AAL 	 APD 	 1.065173
 AAL 	 APH 	 1.093456
 AAL 	 ARE 	 1.141143
 AAL 	 ARNC 	 1.290456
 AAL 	 ATVI 	 1.049018
 AAL 	 AVB 	 1.191384
 AAL 	 AVGO 	 1.048339
 AAL 	 AVY 	 1.106509
 AAL 	 AWK 	 1.257714
 AAL 	 AXP 	 1.109129
 AAL 	 AYI 	 1.108715
 AAL 	 AZO 	 1.07146
 AAL 	 BA 	 1.076048
 AAL 	 BAC 	 1.146223
 AAL 	 BAX 	 1.311709
 AAL 	 BBBY 	 1.125922
 AAL 	 BBT 	 1.120483
 AAL 	 BBY 	 1.201681
 AAL 	 BCR 	 1.226779
 AAL 	 BDX 	 1.182763
 AAL 	 BEN 	 0.9677673
 AAL 	 BHI 	 1.220602
 AAL 	 BIIB 	 1.173414
 AAL 	 BK 	 1.060418
 AAL 	 BLK 	 0.9473493
 AAL 	 BLL 	 1.158248
 AAL 	 BMY 	 1.200345
 AAL 	 BSX 	 1.177539
 AAL 	 BWA 	 1.041682
 AAL 	 BXP 	 1.124193
 AAL 	 C 	 1.071698
 AAL 	 CA 	 1.022001
 AAL 	 CAG 	 1.28549
 AAL 	 CAH 	 1.112354
 AAL 	 CAT 	 1.146116
 AAL 	 CB 	 0.9810851
 AAL 	 CBG 	 1.053832
 AAL 	 CBOE 	 1.149888
 AAL 	 CBS 	 1.058014
 AAL 	 CCI 	 1.180484
 AAL 	 CCL 	 0.9555828
 AAL 	 CELG 	 1.181572
 AAL 	 CERN 	 1.183934
 AAL 	 CF 	 1.370873
 AAL 	 CHD 	 1.3835
 AAL 	 CHK 	 1.187116
 AAL 	 CHRW 	 1.159463
 AAL 	 CHTR 	 1.17544
 AAL 	 CI 	 1.192886
 AAL 	 CINF 	 1.065583
 AAL 	 CL 	 1.144486
 AAL 	 CLX 	 1.246152
 AAL 	 CMA 	 1.154624
 AAL 	 CMCSA 	 1.309932
 AAL 	 CME 	 1.174885
 AAL 	 CMG 	 1.234165
 AAL 	 CMI 	 1.081107
 AAL 	 CMS 	 1.253763
 AAL 	 CNC 	 1.341272
 AAL 	 CNP 	 1.252859
 AAL 	 COF 	 1.037648
 AAL 	 COG 	 1.27596
 AAL 	 COH 	 1.25817
 AAL 	 COL 	 0.9989252
 AAL 	 COO 	 1.19737
 AAL 	 COP 	 1.189827
 AAL 	 COST 	 1.150125
 AAL 	 COTY 	 1.326798
 AAL 	 CPB 	 1.200416
 AAL 	 CRM 	 1.085475
 AAL 	 CSCO 	 1.001521
 AAL 	 CSX 	 1.100791
 AAL 	 CTAS 	 1.065872
 AAL 	 CTL 	 1.131399
 AAL 	 CTSH 	 1.148977
 AAL 	 CTXS 	 1.07539
 AAL 	 CVS 	 1.128817
 AAL 	 CVX 	 1.190653
 AAL 	 CXO 	 1.233083
 AAL 	 D 	 1.222054
 AAL 	 DAL 	 0.4921304
 AAL 	 DD 	 1.229044
 AAL 	 DE 	 1.218605
 AAL 	 DFS 	 1.136891
 AAL 	 DG 	 1.229244
 AAL 	 DGX 	 1.045759
 AAL 	 DHI 	 1.07922
 AAL 	 DHR 	 1.286788
 AAL 	 DIS 	 1.062434
 AAL 	 DISCA 	 1.263783
 AAL 	 DISCK 	 1.267472
 AAL 	 DISH 	 1.191969
 AAL 	 DLPH 	 1.037009
 AAL 	 DLR 	 1.192781
 AAL 	 DLTR 	 1.28408
 AAL 	 DOV 	 1.139304
 AAL 	 DOW 	 1.16483
 AAL 	 DPS 	 1.162344
 AAL 	 DRI 	 1.118703
 AAL 	 DTE 	 1.27111
 AAL 	 DUK 	 1.337164
 AAL 	 DVA 	 1.164804
 AAL 	 DVN 	 1.274443
 AAL 	 DXC 	 1.31389
 AAL 	 EA 	 1.067008
 AAL 	 EBAY 	 1.246614
 AAL 	 ECL 	 1.113078
 AAL 	 ED 	 1.353516
 AAL 	 EFX 	 0.9862334
 AAL 	 EIX 	 1.256373
 AAL 	 EL 	 1.209152
 AAL 	 EMN 	 1.096885
 AAL 	 EMR 	 1.101354
 AAL 	 EOG 	 1.190278
 AAL 	 EQIX 	 1.100371
 AAL 	 EQR 	 1.167214
 AAL 	 EQT 	 1.220353
 AAL 	 ES 	 1.264221
 AAL 	 ESRX 	 1.064969
 AAL 	 ESS 	 1.170659
 AAL 	 ETFC 	 1.055385
 AAL 	 ETN 	 1.099148
 AAL 	 ETR 	 1.22532
 AAL 	 EVHC 	 1.352262
 AAL 	 EW 	 1.254471
 AAL 	 EXC 	 1.279123
 AAL 	 EXPD 	 1.063491
 AAL 	 EXPE 	 0.9947273
 AAL 	 EXR 	 1.179381
 AAL 	 F 	 1.046381
 AAL 	 FAST 	 1.166748
 AAL 	 FB 	 1.111341
 AAL 	 FBHS 	 1.040806
 AAL 	 FCX 	 1.223393
 AAL 	 FDX 	 1.057677
 AAL 	 FE 	 1.179269
 AAL 	 FFIV 	 1.133351
 AAL 	 FIS 	 0.9716191
 AAL 	 FISV 	 1.004052
 AAL 	 FITB 	 1.124357
 AAL 	 FL 	 1.180258
 AAL 	 FLIR 	 1.090704
 AAL 	 FLR 	 1.111914
 AAL 	 FLS 	 1.164429
 AAL 	 FMC 	 1.143251
 AAL 	 FOX 	 1.022352
 AAL 	 FOXA 	 1.062102
 AAL 	 FRT 	 1.150219
 AAL 	 FTI 	 1.211613
 AAL 	 GD 	 1.080831
 AAL 	 GE 	 1.056626
 AAL 	 GGP 	 1.121588
 AAL 	 GILD 	 1.14889
 AAL 	 GIS 	 1.065194
 AAL 	 GLW 	 1.082307
 AAL 	 GM 	 1.038481
 AAL 	 GOOG 	 1.073634
 AAL 	 GOOGL 	 1.081568
 AAL 	 GPC 	 1.040802
 AAL 	 GPN 	 1.178809
 AAL 	 GPS 	 1.20502
 AAL 	 GRMN 	 1.133175
 AAL 	 GS 	 1.094085
 AAL 	 GT 	 1.018692
 AAL 	 GWW 	 1.254944
 AAL 	 HAL 	 1.193552
 AAL 	 HAS 	 1.208524
 AAL 	 HBAN 	 1.0767
 AAL 	 HBI 	 1.325062
 AAL 	 HCA 	 1.166276
 AAL 	 HCN 	 1.247014
 AAL 	 HCP 	 1.299648
 AAL 	 HD 	 1.067068
 AAL 	 HES 	 1.182421
 AAL 	 HIG 	 1.047471
 AAL 	 HOG 	 1.147286
 AAL 	 HOLX 	 1.125709
 AAL 	 HON 	 0.9812451
 AAL 	 HP 	 1.251711
 AAL 	 HPQ 	 1.208209
 AAL 	 HRB 	 1.153678
 AAL 	 HRL 	 1.467751
 AAL 	 HRS 	 1.063934
 AAL 	 HSIC 	 1.043522
 AAL 	 HST 	 1.032291
 AAL 	 HSY 	 1.187269
 AAL 	 HUM 	 1.28791
 AAL 	 IBM 	 1.173518
 AAL 	 ICE 	 1.389648
 AAL 	 IDXX 	 1.298643
 AAL 	 IFF 	 1.153007
 AAL 	 ILMN 	 1.153022
 AAL 	 INCY 	 1.131457
 AAL 	 INTC 	 1.03936
 AAL 	 INTU 	 1.003869
 AAL 	 IP 	 1.071281
 AAL 	 IPG 	 0.8563365
 AAL 	 IR 	 0.9976689
 AAL 	 IRM 	 1.178094
 AAL 	 ISRG 	 1.258024
 AAL 	 IT 	 1.077387
 AAL 	 ITW 	 1.032365
 AAL 	 IVZ 	 0.9952828
 AAL 	 JBHT 	 1.009646
 AAL 	 JCI 	 1.203725
 AAL 	 JEC 	 1.125169
 AAL 	 JNJ 	 1.10022
 AAL 	 JNPR 	 1.077579
 AAL 	 JPM 	 1.11971
 AAL 	 JWN 	 1.231025
 AAL 	 K 	 1.004589
 AAL 	 KEY 	 1.06844
 AAL 	 KIM 	 1.152431
 AAL 	 KLAC 	 1.119302
 AAL 	 KMB 	 1.160328
 AAL 	 KMI 	 1.168433
 AAL 	 KMX 	 1.057093
 AAL 	 KO 	 1.22044
 AAL 	 KORS 	 1.233667
 AAL 	 KR 	 1.243579
 AAL 	 KSS 	 1.228856
 AAL 	 KSU 	 1.208982
 AAL 	 L 	 1.072451
 AAL 	 LB 	 1.168812
 AAL 	 LEG 	 1.028164
 AAL 	 LEN 	 1.061784
 AAL 	 LH 	 1.06248
 AAL 	 LKQ 	 1.109139
 AAL 	 LLL 	 1.118019
 AAL 	 LLY 	 1.23896
 AAL 	 LMT 	 1.150468
 AAL 	 LNC 	 1.032333
 AAL 	 LNT 	 1.337846
 AAL 	 LOW 	 1.079597
 AAL 	 LRCX 	 0.9946403
 AAL 	 LUK 	 1.086044
 AAL 	 LUV 	 0.7025028
 AAL 	 LVLT 	 0.9745386
 AAL 	 LYB 	 1.168947
 AAL 	 M 	 1.226258
 AAL 	 MA 	 1.020069
 AAL 	 MAA 	 1.192723
 AAL 	 MAC 	 1.233369
 AAL 	 MAR 	 0.9022596
 AAL 	 MAS 	 1.06802
 AAL 	 MAT 	 1.299199
 AAL 	 MCD 	 1.133605
 AAL 	 MCHP 	 0.9935229
 AAL 	 MCK 	 1.176778
 AAL 	 MCO 	 0.9936796
 AAL 	 MDLZ 	 1.04261
 AAL 	 MDT 	 1.094863
 AAL 	 MET 	 1.051468
 AAL 	 MHK 	 1.001021
 AAL 	 MJN 	 1.1808
 AAL 	 MKC 	 1.160758
 AAL 	 MLM 	 1.131816
 AAL 	 MMC 	 0.9948838
 AAL 	 MMM 	 1.067435
 AAL 	 MNK 	 1.243954
 AAL 	 MNST 	 1.380125
 AAL 	 MO 	 1.193435
 AAL 	 MON 	 1.175239
 AAL 	 MOS 	 1.16268
 AAL 	 MPC 	 1.235673
 AAL 	 MRK 	 1.149529
 AAL 	 MRO 	 1.268814
 AAL 	 MS 	 1.032983
 AAL 	 MSFT 	 0.997079
 AAL 	 MSI 	 1.091181
 AAL 	 MTB 	 1.147687
 AAL 	 MTD 	 1.08498
 AAL 	 MU 	 1.136725
 AAL 	 MUR 	 1.308625
 AAL 	 MYL 	 1.228662
 AAL 	 NAVI 	 1.084478
 AAL 	 NBL 	 1.19495
 AAL 	 NDAQ 	 1.093578
 AAL 	 NEE 	 1.247019
 AAL 	 NEM 	 1.362406
 AAL 	 NFLX 	 1.28115
 AAL 	 NFX 	 1.21069
 AAL 	 NI 	 1.346058
 AAL 	 NKE 	 1.275027
 AAL 	 NLSN 	 1.049109
 AAL 	 NOC 	 1.118015
 AAL 	 NOV 	 1.281092
 AAL 	 NRG 	 1.320843
 AAL 	 NSC 	 1.120346
 AAL 	 NTAP 	 1.176096
 AAL 	 NTRS 	 1.066734
 AAL 	 NUE 	 1.136921
 AAL 	 NVDA 	 1.115297
 AAL 	 NWL 	 1.056094
 AAL 	 NWS 	 1.043968
 AAL 	 NWSA 	 1.04965
